"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-140048-ref12";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"25,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-140048-ref13";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140229-ref1";"100,00";"83,33";"83,33";"100,00";"100,00";"100,00";"75,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-140229-ref2";"88,89";"66,67";"66,67";"100,00";"100,00";"100,00";"75,00";"75,00";"60,00";"NAN";"0,00";"0,00"
"TUW-140229-ref3";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140229-ref4";"50,00";"20,00";"20,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140229-ref5";"notMatched";"notMatched";"notMatched";"77,78";"77,78";"77,78";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140229-ref6";"71,43";"30,56";"31,11";"71,43";"55,56";"55,56";"40,00";"22,22";"20,00";"NAN";"0,00";"0,00"
"TUW-140229-ref7";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140229-ref8";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140229-ref9";"100,00";"87,50";"87,50";"100,00";"75,00";"75,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140229-ref10";"50,00";"25,00";"25,00";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref1";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref2";"85,71";"75,00";"75,00";"87,50";"87,50";"87,50";"75,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref3";"66,67";"50,00";"50,00";"100,00";"100,00";"100,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-140253-ref4";"66,67";"40,00";"40,00";"100,00";"100,00";"100,00";"40,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref5";"66,67";"33,33";"33,33";"100,00";"83,33";"83,33";"33,33";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref6";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref7";"80,00";"50,00";"50,00";"100,00";"62,50";"62,50";"33,33";"25,00";"22,22";"NAN";"0,00";"0,00"
"TUW-140253-ref8";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref9";"100,00";"85,71";"85,71";"80,00";"57,14";"57,14";"66,67";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref10";"55,56";"36,00";"34,55";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref11";"50,00";"33,33";"27,78";"100,00";"83,33";"83,33";"33,33";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref12";"53,33";"33,33";"29,17";"100,00";"83,33";"83,33";"33,33";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref13";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref14";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref15";"71,43";"62,50";"62,50";"100,00";"75,00";"75,00";"83,33";"62,50";"55,56";"NAN";"0,00";"0,00"
"TUW-140253-ref16";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref17";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref18";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref19";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref20";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref21";"70,00";"44,44";"40,74";"100,00";"77,78";"77,78";"42,86";"33,33";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref22";"100,00";"87,50";"87,50";"93,75";"95,83";"94,64";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref23";"50,00";"20,00";"16,67";"100,00";"100,00";"100,00";"20,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref24";"71,43";"62,50";"62,50";"100,00";"75,00";"75,00";"83,33";"62,50";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref25";"75,00";"40,00";"33,33";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref26";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref27";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref28";"71,43";"62,50";"62,50";"100,00";"75,00";"75,00";"83,33";"62,50";"55,56";"NAN";"0,00";"0,00"
"TUW-140253-ref29";"33,33";"20,00";"20,00";"100,00";"80,00";"80,00";"40,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref30";"83,33";"40,00";"36,00";"75,00";"60,00";"60,00";"50,00";"60,00";"42,86";"NAN";"0,00";"0,00"
"TUW-140253-ref31";"66,67";"40,00";"40,00";"100,00";"100,00";"100,00";"40,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref32";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref33";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref34";"100,00";"87,50";"87,50";"100,00";"75,00";"75,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref35";"50,00";"20,00";"16,67";"100,00";"80,00";"80,00";"20,00";"20,00";"12,50";"NAN";"0,00";"0,00"
"TUW-140308-ref1";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140308-ref2";"100,00";"56,67";"58,00";"83,33";"50,00";"50,00";"50,00";"40,00";"36,36";"NAN";"0,00";"0,00"
"TUW-140308-ref3";"37,50";"22,22";"20,00";"93,33";"77,78";"77,78";"25,00";"5,56";"7,14";"notMatched";"notMatched";"notMatched"
"TUW-140308-ref4";"70,00";"58,33";"58,33";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-140533-ref1";"notMatched";"notMatched";"notMatched";"50,00";"40,00";"40,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref2";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"40,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140533-ref3";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref4";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-140533-ref5";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"66,67";"66,67";"57,14";"NAN";"0,00";"0,00"
"TUW-140533-ref6";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"50,00";"50,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref7";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-140533-ref8";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"33,33";"33,33";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref9";"notMatched";"notMatched";"notMatched";"75,00";"75,00";"60,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref10";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref11";"notMatched";"notMatched";"notMatched";"75,00";"75,00";"60,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref12";"notMatched";"notMatched";"notMatched";"100,00";"70,00";"70,00";"33,33";"20,00";"18,18";"NAN";"0,00";"0,00"
"TUW-140533-ref13";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref14";"notMatched";"notMatched";"notMatched";"40,00";"40,00";"28,57";"25,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-140533-ref15";"notMatched";"notMatched";"notMatched";"80,00";"50,00";"50,00";"25,00";"12,50";"11,11";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref16";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"20,00";"20,00";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref17";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref18";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref19";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref20";"notMatched";"notMatched";"notMatched";"100,00";"65,00";"66,67";"50,00";"35,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140533-ref21";"notMatched";"notMatched";"notMatched";"88,89";"80,00";"72,73";"66,67";"40,00";"36,36";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref22";"notMatched";"notMatched";"notMatched";"88,89";"80,00";"72,73";"66,67";"40,00";"36,36";"NAN";"0,00";"0,00"
"TUW-140533-ref23";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"16,67";"16,67";"11,11";"NAN";"0,00";"0,00"
"TUW-140533-ref24";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-140533-ref25";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"40,00";"25,00";"22,22";"NAN";"0,00";"0,00"
"TUW-140533-ref26";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref27";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref28";"notMatched";"notMatched";"notMatched";"100,00";"72,73";"72,73";"50,00";"36,36";"30,77";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref29";"notMatched";"notMatched";"notMatched";"87,50";"70,00";"70,00";"37,50";"30,00";"23,08";"NAN";"0,00";"0,00"
"TUW-140533-ref30";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"50,00";"33,33";"25,00";"NAN";"0,00";"0,00"
"TUW-140533-ref31";"notMatched";"notMatched";"notMatched";"66,67";"66,67";"50,00";"66,67";"66,67";"50,00";"NAN";"0,00";"0,00"
"TUW-140533-ref32";"notMatched";"notMatched";"notMatched";"66,67";"66,67";"50,00";"66,67";"66,67";"50,00";"NAN";"0,00";"0,00"
"TUW-140533-ref33";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"33,33";"33,33";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref34";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140533-ref35";"notMatched";"notMatched";"notMatched";"50,00";"66,67";"50,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref36";"50,00";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-140533-ref37";"0,00";"0,00";"0,00";"66,67";"50,00";"40,00";"66,67";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-140533-ref38";"40,00";"28,57";"25,00";"66,67";"28,57";"28,57";"33,33";"14,29";"12,50";"NAN";"0,00";"0,00"
"TUW-140867-ref1";"100,00";"78,41";"80,36";"81,82";"10,23";"10,23";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-140867-ref2";"0,00";"0,00";"0,00";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140867-ref3";"100,00";"75,00";"75,00";"100,00";"100,00";"100,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140867-ref4";"33,33";"25,00";"20,00";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140867-ref5";"66,67";"40,00";"40,00";"75,00";"60,00";"60,00";"60,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-140867-ref6";"100,00";"50,00";"50,00";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140867-ref7";"50,00";"25,00";"25,00";"75,00";"75,00";"75,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140867-ref8";"93,33";"46,67";"46,67";"100,00";"70,00";"70,00";"42,86";"30,00";"27,27";"NAN";"0,00";"0,00"
"TUW-140867-ref9";"50,00";"28,57";"25,00";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref1";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref2";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref3";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref4";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref5";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref6";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref7";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref8";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"60,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref9";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref10";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"20,00";"20,00";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref11";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref12";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref13";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"33,33";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref14";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"44,44";"33,33";"29,63";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref15";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"66,67";"20,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref16";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref17";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref18";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref19";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref20";"notMatched";"notMatched";"notMatched";"100,00";"71,43";"71,43";"25,00";"14,29";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref21";"notMatched";"notMatched";"notMatched";"83,33";"62,50";"62,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref22";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"57,14";"44,44";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref23";"notMatched";"notMatched";"notMatched";"78,57";"68,75";"68,75";"25,00";"18,75";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref24";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"30,00";"21,43";"18,75";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref25";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"42,86";"33,33";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref26";"notMatched";"notMatched";"notMatched";"75,00";"50,00";"50,00";"25,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref27";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref28";"notMatched";"notMatched";"notMatched";"50,00";"50,00";"40,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref29";"notMatched";"notMatched";"notMatched";"92,86";"92,86";"92,86";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref30";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"20,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref31";"100,00";"37,50";"37,50";"85,71";"75,00";"75,00";"37,50";"37,50";"27,27";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref32";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref33";"70,00";"50,00";"50,00";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref34";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref35";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140983-ref1";"50,00";"25,00";"25,00";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140983-ref2";"91,67";"57,14";"54,29";"100,00";"85,71";"85,71";"25,00";"14,29";"11,11";"NAN";"0,00";"0,00"
"TUW-140983-ref3";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140983-ref4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141024-ref1";"87,50";"75,89";"76,14";"99,11";"99,11";"99,11";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141024-ref2";"85,71";"75,00";"75,00";"66,67";"75,00";"66,67";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141024-ref3";"50,00";"20,00";"20,00";"100,00";"80,00";"80,00";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-141024-ref4";"100,00";"80,95";"82,86";"100,00";"100,00";"100,00";"66,67";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-141024-ref5";"90,48";"81,25";"80,00";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141024-ref6";"94,44";"76,19";"77,78";"71,43";"64,29";"66,67";"33,33";"4,76";"6,25";"NAN";"0,00";"0,00"
"TUW-141024-ref7";"100,00";"32,14";"34,29";"100,00";"57,14";"57,14";"28,57";"21,43";"18,52";"NAN";"0,00";"0,00"
"TUW-141024-ref8";"33,33";"5,56";"8,33";"75,00";"50,00";"50,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-141024-ref9";"100,00";"80,95";"82,86";"100,00";"100,00";"100,00";"66,67";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-141024-ref10";"85,71";"75,00";"75,00";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141024-ref11";"85,71";"75,00";"75,00";"86,67";"65,00";"65,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141065-ref1";"70,00";"57,14";"52,38";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref2";"notMatched";"notMatched";"notMatched";"80,00";"50,00";"50,00";"60,00";"37,50";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref3";"100,00";"78,57";"80,95";"85,71";"85,71";"85,71";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref4";"100,00";"56,25";"58,33";"66,67";"50,00";"50,00";"40,00";"25,00";"22,22";"NAN";"0,00";"0,00"
"TUW-141065-ref5";"100,00";"85,71";"85,71";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref6";"100,00";"71,43";"71,43";"83,33";"71,43";"71,43";"60,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref7";"50,00";"20,00";"16,67";"100,00";"80,00";"80,00";"25,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-141065-ref8";"100,00";"71,43";"71,43";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref9";"83,33";"58,33";"60,00";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141065-ref10";"33,33";"25,00";"20,00";"100,00";"75,00";"75,00";"25,00";"25,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref11";"0,00";"0,00";"0,00";"50,00";"33,33";"25,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref12";"100,00";"85,71";"85,71";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141065-ref13";"66,67";"57,14";"57,14";"96,43";"96,43";"96,43";"68,75";"39,29";"34,38";"NAN";"0,00";"0,00"
"TUW-141065-ref14";"100,00";"85,71";"85,71";"100,00";"71,43";"71,43";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-141121-ref1";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141121-ref2";"66,67";"57,14";"50,00";"75,00";"42,86";"42,86";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-141121-ref3";"35,00";"40,00";"26,53";"80,00";"80,00";"80,00";"33,33";"40,00";"28,57";"NAN";"0,00";"0,00"
"TUW-141121-ref4";"70,00";"40,00";"41,07";"100,00";"77,50";"79,17";"25,00";"15,00";"14,29";"NAN";"0,00";"0,00"
"TUW-141121-ref5";"66,67";"61,11";"54,29";"83,33";"83,33";"83,33";"40,00";"33,33";"25,00";"NAN";"0,00";"0,00"
"TUW-141121-ref6";"100,00";"83,33";"83,33";"100,00";"100,00";"100,00";"80,00";"66,67";"57,14";"NAN";"0,00";"0,00"
"TUW-141140-ref1";"100,00";"41,67";"43,75";"100,00";"62,50";"62,50";"57,14";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141140-ref2";"62,50";"41,67";"35,71";"100,00";"100,00";"100,00";"25,00";"16,67";"12,50";"NAN";"0,00";"0,00"
"TUW-141140-ref3";"75,00";"32,14";"30,00";"100,00";"71,43";"71,43";"42,86";"42,86";"33,33";"NAN";"0,00";"0,00"
"TUW-141140-ref4";"100,00";"50,00";"50,00";"75,00";"75,00";"60,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141140-ref5";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141140-ref6";"66,67";"35,00";"31,43";"66,67";"50,00";"40,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
